,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,code
1833,002659.SZ,20191118,5.96,1.1558,1.715,1.69,,,1.4644,12.2892,9.128,49856.6987,49856.1737,33601.3783,297145.9243,297142.7953,002659
1834,002883.SZ,20191118,19.17,2.6485,3.1709,0.9,29.3138,26.5045,3.5778,6.1613,5.6637,8690.6012,4532.2292,3785.5652,166598.825,86882.8338,002883
1835,002521.SZ,20191118,5.79,0.886,1.0187,0.57,49.0841,29.2303,0.8319,0.7785,0.8595,49468.5819,42491.4173,36957.5468,286423.0892,246025.3062,002521
1836,002933.SZ,20191118,36.88,0.9231,1.1872,0.58,30.6221,30.5604,2.9226,11.4365,10.6985,11735.0,4786.4865,3721.7339,432786.8,176525.6221,002933
1837,600867.SH,20191118,14.72,0.7076,1.1592,0.62,35.7025,35.6805,5.9813,11.1181,10.9218,203398.8517,203398.8517,124169.0292,2994031.097,2994031.097,600867
1838,600495.SH,20191118,4.06,0.1972,0.2859,0.48,137.3069,114.7129,1.5435,3.5687,3.5926,120819.0886,120819.0886,83353.4978,490525.4997,490525.4997,600495
1839,600884.SH,20191118,10.62,0.356,0.5921,0.67,10.6913,34.1821,1.0352,1.3468,1.3269,112276.4986,112276.4986,67506.1904,1192376.4151,1192376.4151,600884
1840,002237.SZ,20191118,11.76,1.9747,3.4834,0.61,26.3853,29.2331,2.3305,0.505,0.3978,91040.0,85167.5,48280.0034,1070630.4,1001569.8,002237
1841,300113.SZ,20191118,21.19,10.0885,11.8218,2.37,45.7397,63.3826,5.3478,7.4121,8.8103,69428.724,47774.9284,40770.1352,1471194.6616,1012350.7328,300113
1842,600797.SH,20191118,10.95,5.952,7.0523,0.8,64.8964,69.131,2.5509,3.2214,3.2004,104663.5611,102379.8659,86406.0161,1146065.994,1121059.5316,600797
1843,300678.SZ,20191118,20.76,1.4889,2.5922,0.59,79.8339,81.5454,6.5568,10.848,10.9063,18000.0,10712.7,6153.2431,373680.0,222395.652,300678
1844,603127.SH,20191118,60.31,3.0155,4.2795,0.91,90.0249,76.436,13.4772,23.8581,18.9937,16171.692,7879.4744,5552.1592,975314.7445,475211.1011,603127
1845,000929.SZ,20191118,6.75,0.5198,0.7535,0.88,,,1.8379,2.4654,2.7349,18576.6,18575.4223,12813.3738,125392.05,125384.1005,000929
1846,002191.SZ,20191118,9.99,0.8408,1.3496,0.76,20.1763,17.1528,2.1795,4.3373,3.7703,146487.045,127228.5656,79262.9242,1463405.5796,1271013.3703,002191
1847,600582.SH,20191118,3.03,0.5081,1.4226,1.33,13.0403,11.5083,0.766,0.699,0.6563,413858.8892,413858.8892,147811.9114,1253992.4343,1253992.4343,600582
1848,002076.SZ,20191118,2.28,0.7543,0.8463,0.72,,,8.0669,3.1332,7.141,77790.2546,46759.8051,41677.3777,177361.7805,106612.3556,002076
1849,300195.SZ,20191118,6.59,1.0041,1.1717,1.24,33.2674,177.4612,0.7938,2.1788,2.3844,43348.363,30266.8255,25936.2255,285665.7122,199458.38,300195
1850,002509.SZ,20191118,1.54,2.6403,3.8532,0.62,,,0.8755,1.8166,4.921,249249.2696,208843.5205,143106.8356,383843.8752,321619.0216,002509
1851,300364.SZ,20191118,3.85,3.1009,3.5466,0.4,,,1.4806,3.3566,4.3945,77199.825,53648.3641,46906.2902,297219.3263,206546.2018,300364
1852,600061.SH,20191118,11.9,0.1049,0.2819,0.83,29.9518,16.5617,1.2993,21.2759,52.6164,422712.9727,417383.1926,155316.5853,5030284.3751,4966859.9919,600061
1853,002467.SZ,20191118,5.29,1.7788,1.8672,1.08,83.2277,66.0316,3.5785,7.7106,6.989,135370.5178,115377.8304,109917.8238,716110.0392,610348.7228,002467
1854,300164.SZ,20191118,4.8,0.8975,1.0165,0.81,20.9026,26.2977,1.2099,1.3595,1.3865,45120.2159,32053.3829,28300.0531,216577.0363,153856.2379,300164
1855,000931.SZ,20191118,8.45,0.6903,1.0119,0.83,68.3263,65.8376,3.7949,3.5883,3.038,75312.6982,70209.0549,47892.6288,636392.2998,593266.5139,000931
1856,603987.SH,20191118,7.46,1.2063,1.3661,0.38,22.3965,21.5825,2.3797,2.2719,2.053,44160.9,26610.003,23496.8655,329440.314,198510.6224,603987
1857,002724.SZ,20191118,6.54,1.4364,2.581,0.43,24.7896,21.9966,2.4391,3.7574,3.5161,72000.0,33208.4162,18481.6862,470880.0,217183.0419,002724
1858,300205.SZ,20191118,11.95,1.2804,2.4542,0.53,50.8714,24.993,3.6221,2.144,2.1795,43005.6,42598.8788,22224.1506,513916.92,509056.6017,300205
1859,002828.SZ,20191118,10.88,3.3935,3.3935,1.04,48.6467,79.7586,2.2901,2.4445,1.5313,20320.27,10031.87,10031.87,221084.5376,109146.7456,002828
1860,002441.SZ,20191118,6.84,0.187,0.2767,0.49,18.0911,15.8483,0.9723,0.4356,0.3941,54484.6509,39400.0423,26625.2338,372675.0122,269496.2893,002441
1861,600008.SH,20191118,3.19,0.1214,0.225,0.9,25.2105,21.1897,1.6618,1.4561,1.2957,568544.8207,568544.8207,306686.4789,1813657.978,1813657.978,600008
1862,000819.SZ,20191118,7.7,0.2932,0.4767,0.64,42.1282,37.4392,2.7406,1.0909,1.22,28490.5005,28488.6434,17520.8056,219376.8539,219362.5542,000819
1863,300107.SZ,20191118,6.5,0.851,1.0727,1.12,5.4442,8.0338,2.0872,2.5182,3.226,54945.9522,33429.4597,26519.9126,357148.6893,217291.4881,300107
1864,002078.SZ,20191118,8.6,0.627,1.2156,0.62,9.9612,11.602,1.626,1.0239,1.0104,259176.9487,255112.7737,131590.3553,2228921.7588,2193969.8538,002078
1865,601939.SH,20191118,7.17,0.5453,0.5877,0.9,7.0392,6.7418,0.8717,2.7206,2.5664,25001097.7486,959365.7606,890107.583,179257870.8575,6878652.5035,601939
1866,000002.SZ,20191118,26.42,0.3789,0.6489,0.91,8.8416,7.852,1.7851,1.0031,0.8641,1130214.3001,971517.0043,567261.7343,29860261.8086,25667479.2536,000002
1867,600182.SH,20191118,15.85,0.2863,0.2863,0.66,60.6576,60.0793,5.6003,1.5994,1.7191,34000.0,17000.0,17000.0,538900.0,269450.0,600182
1868,002680.SZ,20191118,0.56,1.6962,2.514,1.09,0.9629,0.984,0.1456,0.351,0.3383,97369.0378,58081.6828,39189.331,54526.6612,32525.7424,002680
1869,300800.SZ,20191118,75.9,19.3191,19.3191,0.55,33.6025,29.4995,3.744,9.8993,9.1823,8000.0,2000.0,2000.0,607200.0,151800.0,300800
1870,601999.SH,20191118,5.39,0.2493,0.7919,1.46,16.7454,18.982,1.3332,1.2701,1.1602,55091.47,55091.47,17340.5411,296943.0233,296943.0233,601999
1871,603969.SH,20191118,3.89,0.2027,0.4905,0.84,21.7465,17.5213,1.8392,1.3996,1.2325,84100.0,84100.0,34747.1472,327149.0,327149.0,603969
1872,002216.SZ,20191118,12.32,1.1413,2.3837,0.67,96.9397,76.5834,4.6259,1.7833,1.7776,80181.5606,56488.7111,27047.0874,987836.8266,695940.9208,002216
1873,600561.SH,20191118,5.59,0.3801,0.5257,0.86,52.6828,102.438,0.9327,0.5037,0.5479,23706.4,23706.4,17138.7147,132518.776,132518.776,600561
1874,300368.SZ,20191118,8.21,2.3783,4.6457,0.87,91.3846,196.6396,5.1066,5.2791,6.5799,53194.3475,45907.3045,23501.5089,436725.593,376898.9699,300368
1875,000553.SZ,20191118,9.64,0.559,0.7508,0.72,9.8169,36.0209,1.0156,0.9207,0.8754,244655.3582,46861.6702,34892.95,2358477.653,451746.5007,000553
1876,601600.SH,20191118,3.31,0.1912,0.3696,0.95,64.7473,309.1669,1.1465,0.3126,0.2814,1702267.2951,1095983.2268,567107.7503,5634504.7468,3627704.4807,601600
1877,300631.SZ,20191118,15.8,1.5294,1.7145,1.06,30.3183,29.8349,2.5687,3.5303,3.3811,10555.4,6949.15,6198.75,166775.32,109796.57,300631
1878,002429.SZ,20191118,2.84,0.3219,0.9152,0.68,28.8661,16.9418,1.3805,0.9991,0.9946,452694.0607,449630.141,158123.0946,1285651.1324,1276949.6004,002429
1879,002411.SZ,20191118,15.81,0.6896,1.5911,1.72,59.9351,84.1347,2.4288,2.868,2.6078,153228.3909,142645.5765,61820.7909,2422540.8601,2255226.5645,002411
1880,600156.SH,20191118,3.98,0.4817,0.807,1.11,57.9652,70.9356,2.2261,1.5739,1.48,40211.0702,40211.0702,24000.639,160040.0594,160040.0594,600156
1881,002373.SZ,20191118,16.79,0.7125,0.9387,0.61,32.7301,28.9101,2.9236,3.4422,2.9581,148662.5775,94781.1307,71937.3982,2496044.6762,1591375.1845,002373
1882,603860.SH,20191118,25.58,0.548,0.548,0.48,35.6531,35.3047,2.8284,8.1731,8.311,6668.0,2418.0,2418.0,170567.44,61852.44,603860
1883,002003.SZ,20191118,5.89,0.2226,0.3669,1.11,14.3891,15.5062,1.8543,1.6466,1.6105,75802.0428,64973.9603,39423.5256,446474.0321,382696.6262,002003
1884,000920.SZ,20191118,6.26,0.1993,0.3656,0.64,30.0091,29.0116,2.3942,2.3904,2.3424,42200.0,42181.1575,22994.7379,264172.0,264054.046,000920
1885,600392.SH,20191118,8.12,0.6975,1.0851,0.86,49.7557,69.3615,2.6226,2.2887,2.249,175516.7067,143427.2352,92193.1718,1425195.6584,1164629.1498,600392
1886,000898.SZ,20191118,2.92,0.1164,0.4365,0.95,3.4536,9.7422,0.5275,0.2612,0.2616,940525.0201,799369.2993,213258.1464,2746333.0587,2334158.354,000898
1887,600961.SH,20191118,8.62,0.159,0.2816,0.85,,,,0.3495,0.4142,52745.7914,52745.7914,29792.6552,454668.7219,454668.7219,600961
1888,600077.SH,20191118,2.49,0.2233,0.44,1.19,8.1134,19.4564,0.8317,0.7266,0.7835,134012.2326,134012.2326,67999.431,333690.4592,333690.4592,600077
1889,600108.SH,20191118,2.7,0.2526,0.3349,0.8,62.0387,70.5434,1.0872,2.0964,1.9682,194691.5121,194691.5121,146842.1956,525667.0827,525667.0827,600108
1890,300613.SZ,20191118,162.24,8.1656,8.1656,0.8,132.3097,86.9045,6.3777,17.5016,14.8087,4444.48,1294.45,1294.45,721072.4352,210011.568,300613
1891,600368.SH,20191118,4.28,0.5282,1.0629,0.7,11.359,4.8863,1.1207,2.648,2.2175,112563.2068,112563.2068,55934.6286,481770.5251,481770.5251,600368
1892,300165.SZ,20191118,4.32,1.2734,1.5092,0.64,55.1397,237.1317,1.2417,1.9478,2.075,46176.0,31940.9769,26949.1941,199480.32,137985.0202,300165
1893,002133.SZ,20191118,3.08,0.2733,0.3322,0.96,7.0951,10.6484,0.7044,0.7541,0.6343,77414.4175,63511.3201,52249.5431,238436.4059,195614.8659,002133
1894,000510.SZ,20191118,3.76,0.4185,0.4786,0.56,22.8819,36.7847,2.3396,1.1069,1.0557,60918.2254,54947.9157,48051.8687,229052.5275,206604.163,000510
1895,601231.SH,20191118,16.3,1.0816,4.9644,0.78,30.0645,28.0738,3.6173,1.0571,0.949,217592.358,217592.358,47407.5978,3546755.4354,3546755.4354,601231
1896,600207.SH,20191118,4.46,0.2143,0.6003,0.61,,,2.4055,1.8036,2.0226,86295.5974,86295.5974,30810.7747,384878.3644,384878.3644,600207
1897,000691.SZ,20191118,3.6,1.046,1.2858,0.87,105.7728,,14.7545,30.8517,37.9218,32327.0,29048.63,23630.9005,116377.2,104575.068,000691
1898,002551.SZ,20191118,4.45,0.2732,0.3474,0.64,32.1513,59.6285,1.3469,1.9268,2.18,70596.1509,44657.5335,35112.4315,314152.8715,198726.0241,002551
1899,600766.SH,20191118,7.01,2.718,3.845,0.79,,,30.3497,130.1288,52.821,22422.6822,22393.2072,15829.2072,157183.0022,156976.3825,600766
1900,600712.SH,20191118,3.52,0.4601,0.6897,0.74,,,1.8701,0.9003,0.997,54465.536,53827.9731,35907.2878,191718.6867,189474.4653,600712
1901,000968.SZ,20191118,10.05,0.2763,0.5468,0.52,14.3289,13.757,2.2608,4.1672,4.0842,96750.266,51351.473,25945.6975,972340.1733,516082.3037,000968
1902,000982.SZ,20191118,1.99,1.5169,2.947,3.92,,,,1.7785,3.336,180504.3279,180504.3279,92910.2835,359203.6125,359203.6125,000982
1903,000970.SZ,20191118,8.78,0.6758,0.8797,1.07,37.6678,43.1674,2.0643,2.2457,2.2764,106520.0,106520.0,81834.6728,935245.6,935245.6,000970
1904,000821.SZ,20191118,6.06,0.3591,0.4692,0.95,22.6662,183.5929,1.1208,1.4504,1.4751,53823.528,45191.5213,34580.7923,326170.5797,273860.6191,000821
1905,002849.SZ,20191118,13.75,0.7282,0.7287,0.62,28.8869,25.9546,2.7508,2.3088,1.7665,13240.705,6544.5163,6540.5013,182059.6938,89987.0991,002849
1906,603686.SH,20191118,10.45,1.1271,1.4128,1.09,18.3793,18.3628,1.7882,1.2614,1.0904,41565.5737,41565.5737,33162.0737,434360.2452,434360.2452,603686
1907,600353.SH,20191118,5.05,0.6128,1.0752,0.97,48.6942,43.4135,2.4762,2.5932,2.3208,54372.0,54372.0,30986.9132,274578.6,274578.6,600353
1908,600750.SH,20191118,12.43,0.7728,1.3564,0.63,13.8772,13.0969,1.8559,3.7179,3.011,52500.0,52500.0,29910.7095,652575.0,652575.0,600750
1909,002024.SZ,20191118,10.1,0.2566,0.613,0.47,7.0554,4.9221,1.034,0.3839,0.3444,931003.9655,777518.9273,325535.1958,9403140.0516,7852941.1657,002024
1910,002013.SZ,20191118,6.41,0.1569,0.3391,0.7,27.6459,25.6991,2.4918,1.9877,1.933,360866.4326,360842.6035,166960.9266,2313153.833,2313001.0884,002013
1911,000563.SZ,20191118,4.04,0.4514,1.0305,0.7,50.128,29.5292,1.4887,15.5885,9.7428,396401.2846,396401.2846,173629.1422,1601461.1898,1601461.1898,000563
1912,603663.SH,20191118,12.63,0.2883,0.8282,0.85,32.3476,31.9162,4.6792,4.0091,3.327,18999.1704,18864.6584,6565.7353,239959.5222,238260.6356,603663
1913,600815.SH,20191118,3.07,0.3808,0.7364,2.04,,,,1.0374,1.4246,95896.9989,95896.9989,49595.4063,294403.7866,294403.7866,600815
1914,002050.SZ,20191118,14.42,1.0288,2.2421,1.12,30.8591,30.0929,4.4437,3.6804,3.5634,276565.7898,241856.7363,110972.2333,3988078.6889,3487574.1374,002050
1915,300788.SZ,20191118,47.83,4.4465,4.4465,0.77,44.0017,38.2765,5.5852,5.5654,4.8307,19015.1515,4753.7879,4753.7879,909494.6962,227373.6753,300788
1916,603788.SH,20191118,14.8,1.111,2.4521,0.72,15.8317,22.9023,1.8487,2.6418,3.6644,23009.4199,23009.4199,10424.9599,340539.4145,340539.4145,603788
1917,002117.SZ,20191118,11.94,3.2853,4.9906,0.51,25.3741,24.4074,4.1291,4.2152,4.2127,54566.6421,54549.1148,35909.8948,651525.7067,651316.4307,002117
1918,000859.SZ,20191118,4.37,1.2471,1.7259,1.08,31.6478,31.9076,1.9813,2.6182,2.3724,73944.973,73931.248,53422.3058,323139.532,323079.5538,000859
1919,300286.SZ,20191118,10.69,0.7209,1.3311,0.81,23.6717,20.6027,2.9359,5.0204,4.1958,21501.5625,17051.7537,9234.9075,229851.7031,182283.2471,300286
1920,300517.SZ,20191118,14.58,1.1674,1.6918,0.99,64.2333,41.7166,2.2064,3.0869,2.1716,10680.4,6134.41,4233.07,155720.232,89439.6978,300517
1921,600638.SH,20191118,6.84,0.1029,0.2233,0.71,8.0528,9.4745,1.0337,4.3195,5.3849,67339.6786,67339.6786,31036.4392,460603.4016,460603.4016,600638
1922,300417.SZ,20191118,42.99,7.9063,10.4852,2.23,125.811,21.6054,7.8023,22.9876,7.5902,8160.0,4118.5688,3105.5688,350798.4,177057.2727,300417
1923,002756.SZ,20191118,15.64,2.4488,3.3535,0.87,14.5377,13.4599,1.6507,1.1744,1.1596,36000.0,18461.7339,13481.1238,563040.0,288741.5182,002756
1924,000921.SZ,20191118,10.2,0.6462,1.5128,0.55,10.0909,8.8,1.6785,0.3859,0.4062,136272.537,90212.4952,38536.6282,1389979.8774,920167.451,000921
1925,002496.SZ,20191118,2.96,0.4573,0.5597,0.34,,,1.5051,1.7714,3.8184,150756.2232,96875.1806,79144.2793,446238.4207,286750.5346,002496
1926,600749.SH,20191118,9.38,0.4945,1.1661,1.25,100.1131,83.9976,1.9707,11.9202,11.3868,22696.5517,22696.5517,9625.2234,212893.6549,212893.6549,600749
1927,000023.SZ,20191118,12.85,0.9982,1.5653,1.29,67.7426,25.5163,3.7344,1.1066,0.9466,13875.624,13875.624,8848.3032,178301.7684,178301.7684,000023
1928,600117.SH,20191118,3.17,0.5672,1.1314,1.54,,,2.7801,0.4882,0.3994,104511.8252,74121.9252,37155.0068,331302.4859,234966.5029,600117
1929,600919.SH,20191118,7.03,0.3898,0.5104,1.24,6.2119,5.5256,0.7497,2.304,1.9152,1154448.0147,1140575.7424,871156.5555,8115769.5433,8018247.4691,600919
1930,603326.SH,20191118,14.59,3.7785,3.7785,0.96,32.3719,24.7305,3.6883,3.0465,2.6132,22594.0,6436.64,6436.64,329646.46,93910.5776,603326
1931,300775.SZ,20191118,34.76,14.8392,14.8392,0.75,115.1261,97.7668,10.0777,36.9824,30.2834,49550.0,4955.0,4955.0,1722358.0,172235.8,300775
1932,603706.SH,20191118,22.46,9.5995,9.5995,1.33,38.2787,34.2115,3.1905,8.5681,8.0053,16000.0,5833.9615,5833.9615,359360.0,131030.7753,603706
1933,600513.SH,20191118,7.02,0.5157,0.8196,0.58,27.4957,25.6802,2.0603,1.9843,1.71,28810.537,28545.627,17958.7755,202249.9697,200390.3015,600513
1934,600885.SH,20191118,28.91,0.5099,0.9614,0.58,30.8094,32.3167,4.5084,3.1296,3.0872,74476.1552,74476.1552,39497.291,2153105.6468,2153105.6468,600885
1935,600071.SH,20191118,11.41,1.1132,1.8516,0.33,,,4.1086,4.1308,4.3453,28157.3889,23747.2456,14277.0761,321275.8073,270956.0723,600071
1936,603188.SH,20191118,6.68,0.2911,0.4368,1.37,23.8159,,1.2127,1.8536,2.4138,57600.0,57600.0,38385.8,384768.0,384768.0,603188
1937,603978.SH,20191118,24.54,3.46,3.6357,1.11,31.3868,32.8797,2.639,3.5696,3.5787,16000.0,7612.168,7244.436,392640.0,186802.6027,603978
1938,002272.SZ,20191118,4.2,0.488,0.5653,0.62,40.1638,135.8418,1.4013,2.7401,2.0646,43020.0,32465.8288,28029.675,180684.0,136356.481,002272
1939,601668.SH,20191118,4.99,0.2765,0.6496,0.76,5.478,5.1192,0.8594,0.1747,0.1572,4198126.5652,4114107.5044,1751037.9047,20948651.5603,20529396.447,601668
1940,601163.SH,20191118,13.81,0.5177,1.677,0.93,22.8718,14.3272,1.1243,1.4709,1.4026,80000.0,80000.0,24698.5553,1104800.0,1104800.0,601163
1941,600020.SH,20191118,4.09,0.2951,0.7475,0.82,11.5069,8.0288,0.8934,1.5914,1.4068,224737.1832,224737.1832,88735.3659,919175.0793,919175.0793,600020
1942,002812.SZ,20191118,36.76,1.2066,1.9093,1.06,57.1049,35.7744,6.8767,12.047,10.0629,80537.077,55520.7128,35087.6027,2960542.9505,2040941.4025,002812
1943,600965.SH,20191118,6.8,0.2288,0.6075,0.74,34.7096,31.6428,2.7554,3.8296,3.7791,81870.0955,81870.0955,30841.3996,556716.6494,556716.6494,600965
1944,600780.SH,20191118,3.27,0.1256,0.3177,1.03,16.7391,12.7116,0.702,0.622,0.5599,114650.2523,114650.2523,45332.7704,374906.325,374906.325,600780
1945,600343.SH,20191118,8.67,0.318,0.5656,0.75,240.2727,156.2223,2.5168,2.9311,1.9939,63820.6348,63820.6348,35876.5744,553324.9037,553324.9037,600343
1946,002294.SZ,20191118,18.82,0.2036,0.6342,0.62,13.5,19.2029,3.0081,4.2318,4.2056,104601.6,104586.93,33582.3168,1968602.112,1968326.0226,002294
1947,000014.SZ,20191118,8.97,0.5818,0.8817,0.94,12.3924,13.6541,2.1032,5.0549,6.8874,20170.5187,20170.5187,13309.1796,180929.5527,180929.5527,000014
1948,002055.SZ,20191118,9.84,0.4822,0.7831,0.72,18.0833,21.3106,1.7176,0.6332,0.6661,47969.4096,42958.3088,26449.8808,472018.9905,422709.7586,002055
1949,603586.SH,20191118,15.66,1.3119,1.4501,1.31,36.1135,19.9566,1.4969,2.2799,2.0576,20373.87,9447.7814,8547.5083,319054.8042,147952.2567,603586
1950,603602.SH,20191118,21.64,4.0416,4.0416,0.76,76.212,83.7809,4.9232,5.8129,4.2764,15680.0,9291.8426,9291.8426,339315.2,201075.4739,603602
1951,002566.SZ,20191118,6.07,0.2803,0.3564,0.45,29.0807,28.1898,1.0513,2.0602,2.0691,33095.16,22919.1535,18030.6899,200887.6212,139119.2617,002566
1952,000906.SZ,20191118,5.65,0.3336,0.7058,0.85,12.4602,7.7366,1.6197,0.0602,0.0569,67465.7975,65486.5632,30953.8164,381181.7559,369999.0821,000906
1953,000768.SZ,20191118,15.26,0.3638,0.807,0.58,75.7108,63.1876,2.5838,1.2624,1.2904,276864.5071,276862.8046,124819.8328,4224952.3783,4224926.3982,000768
1954,601788.SH,20191118,11.09,0.2772,0.6269,1.01,494.8918,42.8373,1.0389,6.6302,4.9568,461078.7639,390669.8839,172742.3756,5113363.4917,4332529.0125,601788
1955,300509.SZ,20191118,9.13,0.4114,0.6517,0.2,48.3309,46.6639,3.4813,3.7407,3.0611,22800.0,12642.6,7980.0,208164.0,115426.938,300509
1956,002751.SZ,20191118,23.45,3.5665,4.2859,0.86,44.9796,60.3829,3.4634,3.2253,2.8041,15460.0613,11803.6206,9822.2237,362538.4375,276794.9031,002751
1957,600707.SH,20191118,3.87,0.8447,1.7002,1.08,227.575,,0.7042,7.1981,2.6675,358838.9732,128796.647,63986.3438,1388706.8263,498443.0239,600707
1958,300671.SZ,20191118,19.82,2.5465,2.8504,0.72,51.901,94.6321,4.8503,5.662,5.2462,14189.0,7861.7723,7023.6651,281225.98,155820.327,300671
1959,000678.SZ,20191118,6.77,0.1088,0.2016,0.63,,,2.6934,2.0872,2.441,45961.1797,45961.1797,24805.2667,311157.1866,311157.1866,000678
1960,002321.SZ,20191118,5.61,1.5017,2.1432,0.61,25.2121,28.7924,1.1365,0.5604,0.5443,53429.11,53104.0914,37209.2598,299737.3071,297913.9528,002321
1961,002156.SZ,20191118,12.3,3.0003,6.01,1.28,111.7899,,2.3335,1.9647,1.8199,115370.4572,115350.4307,57584.0825,1419056.6236,1418810.2976,002156
1962,600189.SH,20191118,3.55,0.2793,0.4531,0.77,60.6244,31.2581,0.84,1.6456,1.5461,71687.4877,47700.9588,29404.6174,254490.5813,169338.4037,600189
1963,002061.SZ,20191118,5.86,2.6353,3.866,0.76,6.6463,11.4184,1.0855,0.3056,0.2964,137563.8998,75139.8233,51218.292,806124.4528,440319.3645,002061
1964,603816.SH,20191118,40.47,0.851,3.9722,1.61,24.6173,21.7276,4.7739,2.6554,2.3077,60181.2421,58372.9181,12505.0929,2435534.8678,2362351.9955,603816
1965,002878.SZ,20191118,23.61,0.5356,0.5356,0.59,32.9136,28.4932,4.7052,2.9279,2.1977,13040.641,3948.1992,3948.1992,307889.534,93216.9831,002878
1966,002359.SZ,20191118,1.54,1.6844,2.4724,1.09,,,0.3928,0.6209,4.121,108719.176,70856.0,48273.361,167427.531,109118.24,002359
1967,002232.SZ,20191118,8.33,0.391,0.8965,0.69,47.1571,46.0165,3.0032,2.143,2.3004,40854.8455,40371.2418,17607.2695,340320.863,336292.4442,002232
1968,600385.SH,20191118,7.38,0.3029,0.4179,0.41,,,19.839,200.4364,237.6111,14810.7148,14277.3814,10347.9941,109303.0752,105367.0747,600385
1969,300044.SZ,20191118,6.46,0.8768,0.9364,0.86,68.0401,73.7263,2.1027,4.0411,3.5759,79308.9508,52952.1245,49583.5832,512335.8222,342070.7243,300044
1970,300615.SZ,20191118,20.56,14.3325,14.3325,2.51,250.6438,347.3601,8.2242,16.4746,17.0262,18983.432,5373.225,5373.225,390299.3619,110473.506,300615
1971,603688.SH,20191118,15.7,1.8478,5.4379,1.32,37.2006,34.5433,3.6989,8.3619,8.2647,33729.66,33729.66,11461.285,529555.662,529555.662,603688
1972,300489.SZ,20191118,18.19,0.9411,1.3249,0.98,1194.401,,3.7406,11.2254,13.179,9075.0,7154.0626,5082.0053,165074.25,130132.3987,300489
1973,002026.SZ,20191118,4.71,0.3152,0.5385,0.49,12.7401,17.878,0.7753,1.1905,1.2929,42009.8419,40484.1322,23698.8446,197866.3553,190680.2627,002026
1974,000333.SZ,20191118,56.69,0.2658,0.3947,0.65,19.444,16.6353,4.0041,1.5149,1.4313,693890.3035,677325.2922,456120.6309,39336641.3054,38397570.8148,000333
1975,000996.SZ,20191118,9.53,2.3942,2.9721,0.9,216.5243,291.7433,5.9403,49.405,45.8661,34500.0,34500.0,27792.24,328785.0,328785.0,000996
1976,300511.SZ,20191118,6.01,1.2044,1.2965,0.95,17.0321,20.2066,1.582,1.397,1.3861,42923.9925,24646.7424,22895.3349,257973.1949,148126.9218,300511
1977,002570.SZ,20191118,5.94,0.5629,1.1735,1.0,147.7315,,3.6056,2.4385,2.2511,102252.0,102246.525,49041.036,607376.88,607344.3585,002570
1978,600793.SH,20191118,18.5,1.5387,3.3332,1.11,13.3992,,3.3581,1.8082,1.7429,12636.0,10530.0,4860.82,233766.0,194805.0,600793
1979,000619.SZ,20191118,5.44,0.2241,0.3367,0.6,201.84,73.4954,0.792,0.6337,0.5641,36000.0,36000.0,23962.0607,195840.0,195840.0,000619
1980,002790.SZ,20191118,6.84,0.8328,1.5643,0.52,17.3967,15.9875,1.7669,2.8192,2.5926,40960.0,25292.8,13465.6,280166.4,173002.752,002790
1981,300097.SZ,20191118,8.47,0.8556,1.0145,0.81,19.9328,,1.32,2.5044,5.7339,28854.9669,20184.4041,17023.8565,244401.5696,170961.9027,300097
1982,300679.SZ,20191118,38.85,2.8824,3.0171,0.59,45.4792,61.2748,3.1518,8.1331,5.7612,28080.0,13339.0938,12743.4541,1090908.0,518223.7941,300679
1983,603757.SH,20191118,15.62,2.5362,2.5362,1.09,15.315,15.7517,2.3518,2.3038,2.3213,16424.8,4900.0,4900.0,256555.376,76538.0,603757
1984,600575.SH,20191118,2.59,0.2147,0.4948,0.87,24.1912,15.9424,1.0864,0.9078,0.8297,388626.1065,388626.1065,168616.7316,1006541.6158,1006541.6158,600575
1985,000509.SZ,20191118,2.25,0.7731,1.019,0.71,,,43.0713,1.5361,28.2985,82548.3117,82547.9873,62627.3953,185733.7013,185732.9714,000509
1986,601698.SH,20191118,11.1,6.6673,6.6673,0.88,106.1544,93.6169,3.9631,16.4812,16.5893,400000.0,40000.0,40000.0,4440000.0,444000.0,601698
1987,002746.SZ,20191118,15.86,2.1015,3.683,0.75,18.2958,8.8727,2.5013,2.8529,2.2246,46369.2511,36311.7511,20719.2511,735416.3224,575904.3724,002746
1988,600782.SH,20191118,4.61,1.4265,2.307,2.22,2.4894,3.1931,0.7003,0.2581,0.2557,318872.2696,318872.2696,197162.4464,1470001.1629,1470001.1629,600782
1989,603676.SH,20191118,10.24,1.417,1.417,1.06,58.9837,81.0528,4.7145,5.8038,5.299,42300.0,6666.048,6666.048,433152.0,68260.3315,603676
1990,000552.SZ,20191118,2.41,0.1451,0.2927,0.9,9.6225,11.8931,0.7244,1.3468,1.4057,228697.105,228374.1262,113253.5682,551160.0231,550381.6441,000552
1991,002709.SZ,20191118,16.54,0.5976,0.8418,0.6,19.8764,122.9475,3.1537,4.3606,3.5608,54832.4289,36615.4696,25995.0572,906928.374,605619.8672,002709
1992,002558.SZ,20191118,17.6,0.1098,0.5172,0.71,33.046,44.3804,4.37,9.4268,12.5205,202437.9932,202437.9932,42980.8535,3562908.6803,3562908.6803,002558
